#name	chrom	strand	exonStarts	exonEnds	score
NR_001763.1	chr2R	+	17701446,	17701523,	0
NR_001764.1	chr2R	+	17701688,	17701764,	0
NR_001765.1	chr2R	+	17701935,	17702002,	0
NR_001766.1	chr2R	+	17702171,	17702238,	0
NR_001767.1	chr2R	+	17702410,	17702477,	0
NR_001768.1	chr2R	+	17702636,	17702708,	0
NR_001769.1	chr2R	+	17702872,	17702949,	0
NR_001770.1	chr2R	+	17703101,	17703168,	0
NM_001169710.2	chr2R	-	17703334,17706353,17708608,	17705190,17708045,17709087,	0
NM_137405.4	chr2R	-	17703334,17706353,17715705,	17705190,17708045,17716493,	0
NM_001299617.1	chr2R	-	17703334,17706353,17715705,	17705190,17708045,17717270,	0
NM_166246.3	chr2R	-	17703334,17706353,17715705,17719173,	17705190,17708045,17717749,17719346,	0
NM_001347793.1	chr2R	-	17703334,17706353,17715705,	17705190,17708045,17717270,	0
NM_001347794.1	chr2R	-	17703334,17706353,17715705,17719173,	17705190,17708045,17717749,17719346,	0
NM_137406.3	chr2R	+	17722338,	17723381,	0
NM_137407.3	chr2R	+	17723308,17723771,17723955,	17723485,17723895,17725056,	0
NM_137408.4	chr2R	-	17725029,17725501,17725698,	17725442,17725638,17726847,	0
NM_001144222.2	chr2R	+	17726913,17727003,17728145,	17726949,17728084,17728631,	0
NM_001144221.3	chr2R	+	17726913,17727003,17728145,17731103,17731466,17732197,17732344,17732637,	17726949,17728084,17728521,17731384,17732141,17732275,17732579,17732987,	0
NM_001144223.3	chr2R	+	17726913,17727003,17728145,17731103,17731466,17732197,17732344,17732637,	17726949,17728084,17728521,17731384,17732141,17732275,17732579,17732987,	0
NM_001169712.2	chr2R	+	17726913,17727003,17728145,17731103,17731466,17732197,17732323,17732637,	17726949,17728084,17728521,17731384,17732141,17732275,17732579,17732987,	0
NM_137410.4	chr2R	+	17728962,17731103,17731466,17732197,17732344,17732637,	17729312,17731384,17732141,17732275,17732579,17732987,	0
NM_001169711.2	chr2R	+	17728962,17731103,17731466,17732197,17732323,17732637,	17729312,17731384,17732141,17732275,17732579,17732987,	0
NM_001103890.3	chr2R	+	17733237,17733533,	17733471,17734483,	0
NM_137412.4	chr2R	-	17734418,17736331,17737089,	17736276,17737033,17737269,	0
NM_166247.3	chr2R	-	17734418,17736331,17737095,	17736276,17737033,17737269,	0
NM_001299618.1	chr2R	-	17737621,17738827,17739132,17739447,	17738771,17739065,17739378,17739685,	0
NM_137413.2	chr2R	-	17737851,17738827,17739132,17739447,	17738771,17739065,17739378,17739685,	0
NM_137414.3	chr2R	+	17739900,17740138,17740414,17740789,17741711,17742100,17742322,17742489,17742871,17743051,	17740044,17740357,17740732,17741647,17742043,17742266,17742433,17742813,17742984,17743969,	0
NM_137415.3	chr2R	+	17744100,	17746005,	0
NM_137416.3	chr2R	-	17745499,17746177,17747437,	17746119,17747376,17748078,	0
NM_001299619.1	chr2R	-	17745836,17746177,17747437,	17746119,17747376,17748078,	0
NM_137417.3	chr2R	+	17748934,	17750136,	0
NM_137418.3	chr2R	+	17750292,17750771,17751130,17751429,17751770,17752133,17752498,17752706,17752939,	17750450,17751071,17751355,17751545,17752074,17752436,17752644,17752877,17753214,	0
NM_137419.3	chr2R	-	17753554,17754604,17754800,	17754539,17754747,17756422,	0
NM_057954.3	chr2R	+	17757404,17758086,17760035,	17757650,17758436,17760517,	0
NM_137420.3	chr2R	+	17760939,17762128,17762342,17762692,17763047,17763729,17763898,17764110,	17761389,17762288,17762635,17762988,17763664,17763835,17764051,17764541,	0
NM_137421.3	chr2R	-	17764573,17765110,17766460,17766868,	17765051,17766392,17766699,17767070,	0
NM_001299620.1	chr2R	-	17764573,17765110,17766460,17766868,	17765048,17766392,17766699,17767070,	0
NR_048133.1	chr2R	-	17766392,	17766460,	0
NR_124602.2	chr2R	+	17766864,	17767145,	0
NM_137422.3	chr2R	-	17767164,17767618,	17767565,17767786,	0
NM_137423.2	chr2R	-	17767807,17769285,17769550,	17769235,17769491,17769989,	0
NM_137424.1	chr2R	-	17770404,17771881,17772415,	17771767,17772256,17772552,	0
NM_001038866.3	chr2R	-	17773963,17775492,17775716,17775933,17776157,17778212,17780600,17781340,17781769,	17775435,17775654,17775874,17776096,17778152,17780469,17781279,17781487,17781930,	0
NM_137425.4	chr2R	-	17773963,17775492,17775716,17775933,17776157,17778212,17780600,17781340,17781769,	17775435,17775654,17775874,17776096,17778152,17780469,17781279,17781487,17781930,	0
NM_001038865.3	chr2R	-	17775122,17775492,17775716,17775933,17776157,17778212,17780600,17781340,17781769,	17775435,17775654,17775874,17776096,17778152,17780469,17781279,17781487,17781930,	0
NM_001274133.2	chr2R	-	17775122,17775492,17775716,17775933,17776157,17778212,17780600,17781340,17781769,	17775435,17775654,17775874,17776096,17778152,17780469,17781279,17781487,17781930,	0
NM_206158.3	chr2R	-	17775122,17775492,17775716,17775933,17776157,17778212,17780600,17781340,17781769,	17775435,17775654,17775874,17776096,17778152,17780469,17781279,17781487,17781930,	0
NR_048136.1	chr2R	-	17783794,	17783886,	0
NM_058065.3	chr2R	+	17786134,17786299,17786793,	17786244,17786740,17788556,	0
NM_058066.4	chr2R	-	17788411,	17789410,	0
NM_137426.4	chr2R	+	17789678,17789918,17791296,17791844,17792203,	17789848,17791233,17791784,17792140,17792448,	0
NM_137427.4	chr2R	+	17792869,17795118,17795595,17797053,17797201,17797327,17797684,	17794550,17795428,17795604,17797131,17797263,17797616,17798128,	0
NM_001299621.1	chr2R	+	17792869,17795118,17797053,17797201,17797327,17797684,17798938,	17794550,17795428,17797131,17797263,17797616,17798287,17800677,	0
NR_167787.1	chr2R	-	17795885,	17801061,	0
NR_167786.1	chr2R	-	17795885,	17801924,	0
NR_167785.1	chr2R	-	17798892,	17801924,	0
NR_124605.1	chr2R	-	17800684,	17801061,	0
NR_124604.1	chr2R	-	17800684,	17801469,	0
NR_124603.1	chr2R	-	17800684,	17801707,	0
NM_001299622.1	chr2R	+	17801131,17801484,17808098,17820999,17828330,17828742,17830996,17831670,17834614,17835750,17839041,17839593,17840434,17840747,	17801211,17803391,17809654,17821411,17828554,17828905,17831108,17831765,17834671,17835849,17839439,17839789,17840499,17841613,	0
NM_057497.4	chr2R	+	17802245,17808098,17820999,17827133,17827394,17828330,17828742,17830996,17831670,17834614,17835750,17839041,17839593,17840434,17840747,	17803391,17809654,17821411,17827328,17828009,17828554,17828905,17831108,17831765,17834671,17835849,17839439,17839789,17840499,17841613,	0
NM_057495.4	chr2R	+	17802866,17808098,17820999,17828330,17828742,17830996,17831670,17834614,17835750,17839041,17839314,17839593,17840434,17840747,	17803391,17809654,17821411,17828554,17828905,17831108,17831765,17834671,17835849,17839221,17839439,17839789,17840499,17840910,	0
NM_057494.4	chr2R	+	17802866,17808098,17820999,17828330,17828742,17830996,17831670,17834614,17835750,17839041,17839593,17840434,17840747,	17803391,17809654,17821411,17828554,17828905,17831108,17831765,17834671,17835849,17839439,17839789,17840499,17841613,	0
NM_057496.5	chr2R	+	17802866,17808098,17820999,17827133,17827394,17828330,17828742,17830996,17831670,17834614,17835750,17839041,17839314,17839593,17840434,17840747,	17803391,17809654,17821411,17827328,17828009,17828554,17828905,17831108,17831765,17834671,17835849,17839221,17839439,17839789,17840499,17842820,	0
NM_166250.4	chr2R	+	17814343,17817378,17820999,17828330,17828742,17830996,17831670,17834614,17835750,17839041,17839593,17840434,17840747,	17814752,17817720,17821411,17828554,17828905,17831108,17831765,17834671,17835849,17839439,17839789,17840499,17841613,	0
NM_166252.3	chr2R	+	17823564,17827133,17827394,17828330,17828742,17830996,17831670,17834614,17835750,17839041,17839593,17840434,17840747,	17823745,17827328,17828009,17828554,17828905,17831108,17831765,17834671,17835849,17839439,17839789,17840499,17841528,	0
NM_001259472.1	chr2R	+	17823564,17827133,17827394,17828330,17828742,17830996,17831670,17834614,17835750,17839041,17839314,17839593,17840434,17840747,	17823751,17827328,17828009,17828554,17828905,17831108,17831765,17834671,17835849,17839221,17839439,17839789,17840499,17841528,	0
NM_206159.2	chr2R	+	17843441,17851057,17857641,17859257,	17843964,17851460,17857797,17860582,	0
NM_137429.3	chr2R	+	17843441,17844190,17851057,17857641,17859257,	17843964,17844415,17851460,17857797,17860582,	0
NM_137428.3	chr2R	+	17846698,	17848444,	0
NM_170626.2	chr2R	+	17850861,17857641,17859257,	17851460,17857797,17860582,	0
NM_001274134.1	chr2R	+	17850861,17855139,17859257,	17851460,17857797,17860582,	0
NM_001274135.1	chr2R	+	17853294,17853907,	17853832,17854296,	0
NM_166256.3	chr2R	+	17853294,	17854296,	0
NM_001144224.2	chr2R	+	17855243,17859257,	17857797,17860284,	0
NM_137430.2	chr2R	+	17860759,17861328,	17861207,17861591,	0
NM_001299623.1	chr2R	-	17861272,17864505,17865550,	17864447,17865495,17865963,	0
NM_166257.2	chr2R	-	17861492,17864505,17865550,	17864447,17865495,17865963,	0
NM_079056.4	chr2R	-	17866177,17867325,17868286,17868431,17871328,17871564,17871904,	17867253,17867559,17868369,17868808,17871495,17871661,17872015,	0
NM_001169713.2	chr2R	-	17866318,17867325,17867782,17868286,17868431,17871328,17871904,	17867253,17867559,17868088,17868369,17868808,17871661,17872015,	0
NM_166258.3	chr2R	-	17866318,17867325,17868286,17868431,17871328,17871904,	17867253,17867559,17868369,17868808,17871661,17872015,	0
NM_001103891.3	chr2R	-	17867037,17867325,17867782,17868286,17868431,17871328,	17867253,17867559,17868088,17868369,17868808,17871514,	0
NR_124606.1	chr2R	+	17869026,	17869857,	0
NM_057661.3	chr2R	+	17873938,17874933,17898250,17901707,17901959,17903541,17907646,17908365,17909079,17912677,17914100,17914786,17915413,17918747,17921141,17921898,17923620,	17873979,17875048,17898379,17901818,17902079,17903679,17907906,17908594,17909243,17912879,17914280,17914905,17915494,17918843,17921295,17922023,17926540,	0
NM_001299624.1	chr2R	+	17873938,17874933,17898250,17901707,17901959,17903541,17907661,17908365,17909079,17912677,17914088,17914786,17915413,17918747,17921141,17921898,17923620,	17873979,17875048,17898379,17901818,17902079,17903679,17907906,17908594,17909243,17912879,17914280,17914905,17915494,17918843,17921295,17922023,17926695,	0
NM_166259.2	chr2R	-	17877542,	17880012,	0
NM_166260.2	chr2R	-	17880193,	17882245,	0
NM_057464.4	chr2R	-	17887219,17887669,17888079,17888787,17889351,17889544,	17887610,17887922,17888713,17889282,17889487,17889973,	0
NM_137431.2	chr2R	-	17893681,17894255,	17894194,17894342,	0
NM_137432.1	chr2R	+	17895077,	17895578,	0
NR_124607.1	chr2R	+	17954544,	17955295,	0
NM_057341.4	chr2R	-	17955395,	17956570,	0
NM_001299625.1	chr2R	-	17955488,	17956570,	0
NM_001299626.1	chr2R	-	17975121,17977429,17977616,17978787,17979438,17989500,18007033,	17976530,17977543,17977790,17978896,17979540,17990003,18007741,	0
NM_001038867.4	chr2R	-	17975121,17977429,17977616,17978787,17979438,17989500,18007033,	17976530,17977543,17977793,17978896,17979540,17990003,18007902,	0
NR_124608.1	chr2R	+	18005394,	18005995,	0
NM_137435.3	chr2R	+	18018664,18019045,18019438,	18018740,18019378,18019802,	0
NM_001299627.1	chr2R	+	18018664,18019045,18019438,	18018740,18019378,18020211,	0
NM_137436.3	chr2R	+	18020267,18020428,18020829,	18020348,18020761,18022406,	0
NM_001299629.1	chr2R	-	18042295,18043513,	18043421,18043672,	0
NM_001299628.1	chr2R	-	18043066,18043513,	18043421,18043672,	0
NM_137437.3	chr2R	-	18043066,18043513,	18043421,18043744,	0
NM_137438.3	chr2R	-	18044045,18044619,18044995,	18044556,18044940,18045073,	0
NM_137439.3	chr2R	-	18046385,18047000,18047391,	18046819,18047327,18047484,	0
NM_001299630.1	chr2R	+	18048107,18048222,18048602,	18048170,18048546,18048848,	0
NM_001038868.3	chr2R	+	18048107,18048222,18048602,	18048170,18048546,18048909,	0
NM_137440.3	chr2R	-	18048803,18049328,	18049244,18049725,	0
NM_001299631.1	chr2R	-	18048906,18049328,	18049244,18049922,	0
NM_001299632.1	chr2R	-	18050018,18051660,	18051373,18052107,	0
NM_137441.3	chr2R	-	18050225,18051660,	18051373,18052107,	0
NM_137442.2	chr2R	-	18052549,18053628,	18053332,18054066,	0
NR_124609.1	chr2R	+	18054968,	18055346,	0
NM_137443.3	chr2R	-	18056063,18056651,	18056559,18057065,	0
NR_124610.1	chr2R	-	18057914,	18059075,	0
NM_137445.2	chr2R	+	18062414,18089961,18092551,18092862,18093128,	18062939,18090665,18092798,18093066,18093628,	0
NM_001103892.2	chr2R	+	18062703,18089961,18092551,18092862,18093128,	18062939,18090665,18092798,18093066,18093628,	0
NR_124611.1	chr2R	+	18074171,18074310,	18074260,18074489,	0
NM_137446.4	chr2R	-	18093722,18094164,18094583,	18094099,18094531,18094736,	0
NM_001274136.1	chr2R	-	18093722,18094164,18094583,18094790,	18094099,18094531,18094721,18094900,	0
NM_137447.4	chr2R	+	18094939,18096281,18096541,18097047,18099674,	18095223,18096478,18096987,18099605,18101031,	0
NM_001316427.1	chr2R	+	18095404,18095893,18096281,18096541,18097047,18099674,	18095835,18096058,18096478,18096987,18099605,18101031,	0
NM_001274137.1	chr2R	+	18095404,18095893,18096281,18096541,18097047,18099674,	18095835,18096058,18096478,18096987,18099605,18101031,	0
NM_001103893.2	chr2R	+	18095404,18095893,18096281,18096541,18097047,18099674,	18095835,18096058,18096478,18096999,18099605,18101031,	0
NM_137448.4	chr2R	-	18101060,18102236,18104000,18105083,18108143,	18102179,18103806,18104938,18105310,18108389,	0
NM_166262.3	chr2R	-	18101060,18102236,18104000,18105083,18108143,	18102179,18102372,18104938,18105310,18108389,	0
NM_001103894.2	chr2R	+	18109984,	18110494,	0
NM_166263.2	chr2R	-	18117895,18120023,18120466,18120727,18123744,	18119963,18120403,18120664,18122862,18123873,	0
NM_057403.4	chr2R	-	18117895,18120023,18120466,18120727,18124693,18125554,	18119963,18120403,18120664,18122862,18124927,18125779,	0
NM_001169714.2	chr2R	-	18119623,18120023,18120466,18120727,18124693,18125554,	18119963,18120400,18120664,18122862,18124927,18125779,	0
NM_080214.4	chr2R	+	18126346,18127864,	18127297,18128210,	0
NM_080264.4	chr2R	+	18128493,18128975,18129178,	18128770,18129101,18130246,	0
NM_001043091.3	chr2R	-	18130302,18130969,18131135,18131281,18131459,18131793,18133003,18133870,18134406,	18130906,18131045,18131189,18131387,18131734,18132941,18133112,18134108,18134634,	0
NM_001043090.3	chr2R	-	18130302,18130969,18131135,18131281,18131793,18133003,18133870,18134406,	18130906,18131045,18131189,18131734,18132941,18133112,18134095,18134634,	0
NM_001043092.3	chr2R	-	18130302,18130969,18131281,18131793,18133003,18133870,18134406,	18130906,18131045,18131734,18132941,18133112,18134095,18134634,	0
NM_057227.5	chr2R	-	18130302,18130969,18131281,18131459,18131793,18133003,18133870,18134406,	18130906,18131045,18131387,18131734,18132941,18133112,18134095,18134634,	0
NM_057324.6	chr2R	+	18135425,18137470,18137698,18138840,	18137411,18137643,18138773,18139442,	0
NM_001274138.2	chr2R	+	18135425,18137470,18137698,18138840,	18137411,18137643,18138773,18139990,	0
NM_166265.2	chr2R	+	18140077,18141487,18143412,18144966,18145341,	18140332,18141672,18144897,18145274,18146235,	0
NM_057319.5	chr2R	+	18140776,18141487,18143412,18144966,18145341,	18140954,18141672,18144897,18145274,18145618,	0
NM_166264.4	chr2R	+	18141374,18141487,18143412,18144966,18145341,	18141416,18141672,18144897,18145274,18147191,	0
NR_003806.1	chr2R	+	18142801,	18142938,	0
NR_003807.1	chr2R	+	18142999,	18143142,	0
NR_002546.2	chr2R	+	18143178,	18143324,	0
NM_137450.2	chr2R	-	18147296,	18147997,	0
NM_001274139.2	chr2R	-	18148095,18149421,	18149166,18151410,	0
NM_001274140.2	chr2R	-	18148463,	18151410,	0
NM_137451.4	chr2R	-	18148463,	18151410,	0
NM_137452.3	chr2R	+	18151703,18152707,	18152641,18154060,	0
NM_001299634.1	chr2R	+	18151753,18152707,	18152641,18154060,	0
NM_080039.4	chr2R	-	18154094,18155404,18155891,18157941,	18155342,18155491,18156165,18158018,	0
NM_001259473.2	chr2R	-	18154431,18155404,18155891,18156267,	18155342,18155491,18156165,18156379,	0
NM_001169715.2	chr2R	-	18154844,18155404,18155891,	18155342,18155491,18156379,	0
NM_001259474.2	chr2R	-	18154844,18155404,18155891,18156746,	18155342,18155491,18156165,18156892,	0
NM_166272.3	chr2R	-	18154844,18155404,18155891,18156755,	18155342,18155491,18156165,18156892,	0
NM_001299635.1	chr2R	-	18154844,18155404,18155891,18157759,	18155342,18155491,18156165,18157858,	0
NM_166271.3	chr2R	-	18154844,18155404,18155891,18157845,	18155342,18155491,18156165,18158018,	0
NM_166270.2	chr2R	-	18154844,18155404,18155891,18157972,	18155342,18155491,18156165,18158192,	0
NM_137453.3	chr2R	+	18158256,	18160310,	0
NM_137455.5	chr2R	+	18160719,18161951,18162206,18162851,	18161875,18162138,18162328,18164209,	0
NM_001299636.1	chr2R	+	18160719,18161951,18162206,18162851,	18161875,18162138,18162328,18164746,	0
NM_137456.3	chr2R	-	18164693,18164954,18165159,18165417,18165824,18167044,	18164895,18165102,18165350,18165763,18166987,18167140,	0
NM_001169717.1	chr2R	+	18167226,18167343,18167657,18167772,18168207,	18167269,18167522,18167721,18168138,18168380,	0
NM_176220.2	chr2R	+	18167254,18167657,18167772,18168207,	18167522,18167721,18168138,18168380,	0
NM_001169716.2	chr2R	+	18167254,18167657,18167772,18168207,	18167522,18167721,18168138,18168380,	0
NM_137458.3	chr2R	-	18168412,18170314,18170717,18170967,18171392,	18170257,18170657,18170898,18171319,18171470,	0
NM_166274.2	chr2R	-	18168742,18170314,18170717,18170967,18172437,	18170257,18170657,18170898,18171319,18172607,	0
NM_137459.3	chr2R	+	18173668,	18174683,	0
NM_001274141.2	chr2R	+	18173668,	18175725,	0
NM_137460.3	chr2R	-	18175254,18177579,18179470,	18177064,18178533,18180197,	0
NR_156797.1	chr2R	-	18180150,	18180205,	0
NM_001274142.1	chr2R	+	18180495,18180896,18181170,18181584,18181697,18181876,18182139,	18180837,18181112,18181524,18181642,18181817,18182077,18182519,	0
NM_137461.4	chr2R	+	18180616,18180896,18181170,18181584,18181697,18181873,18182139,	18180837,18181112,18181524,18181642,18181817,18182077,18182519,	0
NM_137462.4	chr2R	-	18182434,18183873,	18183818,18184090,	0
NM_001038869.3	chr2R	-	18184381,18185164,18185641,18185922,18186064,18186245,18186427,18186612,18186945,18187287,18190501,18191301,18192772,	18184941,18185475,18185765,18186012,18186187,18186375,18186556,18186849,18187236,18187385,18190609,18191697,18192851,	0
NM_001274143.2	chr2R	+	18187706,	18188573,	0
NM_137465.2	chr2R	+	18188977,	18189654,	0
NM_166275.2	chr2R	+	18207754,	18208978,	0
NR_124612.1	chr2R	+	18209519,18209941,	18209820,18210805,	0
NR_124613.1	chr2R	+	18226794,	18228595,	0
